MenuItemName,MenuItemDescription,PLU,MenuItemId,RecipeId
Sld/TkBcGu                  ,TkyBcnGuac Salad                          ,131000052,10109,9063
fBd/HySsCk                  ,Honey Sesame Chicken FlatBd               ,122000493,10111,8453
FfB/HySsCk                  ,Honey Sesame Chicken FtFbd                ,112000493,10113,8455
FtL/HySsCk                  ,Honey Sesame Chicken FtLong               ,111000493,10115,8457
Six/HySsCk                  ,Honey Sesame Chicken 6 inch               ,121000493,10117,8459
Sld/HySsCk                  ,Honey Sesame Chicken Salad                ,131000493,10119,8461
Wrp/HySsCk                  ,Honey Sesame Chicken Wrap                 ,162000493,10121,8463
dm6/HySsCk                  ,Honey Sesame Chicken Extr6                ,172000493,10123,8465
ad6/HySsCk                  ,Honey Sesame Chicken Add6in               ,175000493,10125,8467
adF/HySsCk                  ,Honey Sesame Chicken AddFt                ,174000493,10127,8469
dmF/HySsCk                  ,Honey Sesame Chicken ExtrFT               ,171000493,10129,8471
fBd/HySsSk                  ,Honey Sesame Steak FlatBd                 ,122000495,10131,8473
FfB/HySsSk                  ,Honey Sesame Steak FtFbd                  ,112000495,10133,8475
FtL/HySsSk                  ,Honey Sesame Steak FtLong                 ,111000495,10135,8477
Six/HySsSk                  ,Honey Sesame Steak 6 inch                 ,121000495,10137,8479
Sld/HySsSk                  ,Honey Sesame Steak Salad                  ,131000495,10139,8481
Wrp/HySsSk                  ,Honey Sesame Steak Wrap                   ,162000495,10141,8483
dmF/HySsSk                  ,Honey Sesame Steak ExtrFT                 ,171000495,10143,8485
adF/HySsSk                  ,Honey Sesame Steak AddFt                  ,174000495,10145,8487
ad6/HySsSk                  ,Honey Sesame Steak Add6in                 ,175000495,10147,8489
dm6/HySsSk                  ,Honey Sesame Steak Extr6                  ,172000495,10149,8491
fBd/OCspCk                  ,Oven Crisp Chicken FlatBd                 ,122000094,10151,8493
FfB/OCspCk                  ,Oven Crisp Chicken FtFbd                  ,112000094,10153,8495
FtL/OCspCk                  ,Oven Crisp Chicken FtLong                 ,111000094,10155,8497
Six/OCspCk                  ,Oven Crisp Chicken 6 inch                 ,121000094,10157,8499
Sld/OCspCk                  ,Oven Crisp Chicken Salad                  ,131000094,10159,8501
Wrp/OCspCk                  ,Oven Crisp Chicken Wrap                   ,162000094,10161,8503
AA/12Pret                   ,12 Sft Pretzels AuntAn                    ,611000778,10163,9111
AA/12PreDog                 ,12PretDogs AuntAn                         ,611000779,10165,9113
AA/LNgTry                   ,LgNugTry AuntAn                           ,611000781,10167,9115
AA/SNgTry                   ,SmNugTry AuntAn                           ,611000780,10169,9117
AA/SPDogT                   ,SPDogTy AuntAn                            ,611000782,10171,9119
AA/LPDogT                   ,LPDogTy AuntAn                            ,611000783,10173,9121
AA/GalDrk                   ,Gallon Lemonade AuntAn                    ,611000138,10175,9123
AA/ChdNug                   ,ChedNuggets AuntAn                        ,611000785,10177,9157
fBd/DxTkIt                  ,DlxTrkyItal FlatBd                        ,122000784,10179,9125
FfB/DxTkIt                  ,DlxTrkyItal FtFbd                         ,112000784,10181,9127
FtL/DxTkIt                  ,DlxTrkyItal FtLong                        ,111000784,10183,9129
Six/DxTkIt                  ,DlxTrkyItal 6 inch                        ,121000784,10185,9131
Sld/DxTkIt                  ,DlxTrkyItal Salad                         ,131000784,10187,9133
Wrp/DxTkIt                  ,DlxTrkyItal Wrap                          ,162000784,10189,9135
#NOM?,Avocado Portn                             ,173000062,10191,2306
Mni/Tuna                    ,Tuna Mini                                 ,161000006,10193,2985
fBd/AmStkCh                 ,AmerSteakChoriz FlatBd                    ,122000751,10195,7457
FfB/AmStkCh                 ,AmerSteakChoriz FtFbd                     ,112000751,10197,7459
FtL/AmStkCh                 ,AmerSteakChoriz FtLong                    ,111000751,10199,7461
Six/AmStkCh                 ,AmerSteakChoriz 6 inch                    ,121000751,10201,7463
Sld/AmStkCh                 ,AmerSteakChoriz Salad                     ,131000751,10203,7465
ad6/Choriz                  ,Chorizo Add6in                            ,175000752,10205,8995
adF/Choriz                  ,Chorizo AddFt                             ,174000752,10207,8997
#NOM?,Chorizo Portn                             ,173000752,10209,8999
PlS/Veggie                  ,Veggie Delite SndPlt                      ,181000001,10211,9007
Piz/SgPiza                  ,Sausage Pizza Pizza                       ,151000122,10213,9167
adP/Cheese                  ,Cheese AddPzz                             ,177000037,10215,9169
adP/Sausge                  ,Sausage AddPzz                            ,177000206,10217,9171
adP/Meatbl                  ,Meatball AddPzz                           ,177000003,10219,9173
adP/Bacon                   ,Bacon AddPzz                              ,177000036,10221,9175
adP/PpPiza                  ,Pepperoni Pizza AddPzz                    ,177000124,10223,9177
AA/SmOFsL                   ,Sm OldFash Lemonade                       ,611000786,10225,9181
#NOM?,Chickn Strips Portn                       ,173000041,10227,9183
adF/Meatbl                  ,Meatball AddFt                            ,174000003,10229,9185
ad6/Meatbl                  ,Meatball Add6in                           ,175000003,10231,9187
#NOM?,Steak & Chse Portn                        ,173000050,10233,9189
adF/Tuna                    ,Tuna AddFt                                ,174000006,10235,9191
ad6/Tuna                    ,Tuna Add6in                               ,175000006,10237,9193
GS3/StdBse                  ,Standard Base 3FTGnt                      ,185000210,10239,3200
GS6/StdBse                  ,Standard Base 6FTGntSub                   ,185100210,10241,3201
PlS/StdBse                  ,Standard Base SndPlt                      ,181000210,10243,5200
BxL/B.M.T.                  ,B.M.T. BoxLn                              ,186000008,10245,7709
fBd/B.M.T.                  ,B.M.T. FlatBd                             ,122000008,10247,7711
FBx/B.M.T.                  ,B.M.T. FBxLun                             ,187000008,10249,7713
FfB/B.M.T.                  ,B.M.T. FtFbd                              ,112000008,10251,7715
FtL/B.M.T.                  ,B.M.T. FtLong                             ,111000008,10253,7717
Six/B.M.T.                  ,B.M.T. 6 inch                             ,121000008,10255,7719
Sld/B.M.T.                  ,B.M.T. Salad                              ,131000008,10257,7721
Wrp/B.M.T.                  ,B.M.T. Wrap                               ,162000008,10259,7723
BxL/Club                    ,Subway Club BoxLn                         ,186000017,10261,7725
fBd/Club                    ,Subway Club FlatBd                        ,122000017,10263,7727
FBx/Club                    ,Subway Club FBxLun                        ,187000017,10265,7729
FfB/Club                    ,Subway Club FtFbd                         ,112000017,10267,7731
FtL/Club                    ,Subway Club FtLong                        ,111000017,10269,7733
Six/Club                    ,Subway Club 6 inch                        ,121000017,10271,7735
Sld/Club                    ,Subway Club Salad                         ,131000017,10273,7737
Wrp/Club                    ,Subway Club Wrap                          ,162000017,10275,7739
fBd/Melt                    ,Subway Melt FlatBd                        ,122000015,10277,7741
FfB/Melt                    ,Subway Melt FtFbd                         ,112000015,10279,7743
FtL/Melt                    ,Subway Melt FtLong                        ,111000015,10281,7745
Six/Melt                    ,Subway Melt 6 inch                        ,121000015,10283,7747
Sld/Melt                    ,Subway Melt Salad                         ,131000015,10285,7749
Wrp/Melt                    ,Subway Melt Wrap                          ,162000015,10287,7751
BxL/Tuna                    ,Tuna BoxLn                                ,186000006,10289,7753
fBd/Tuna                    ,Tuna FlatBd                               ,122000006,10291,7755
FBx/Tuna                    ,Tuna FBxLun                               ,187000006,10293,7757
FfB/Tuna                    ,Tuna FtFbd                                ,112000006,10295,7759
FtL/Tuna                    ,Tuna FtLong                               ,111000006,10297,7761
Six/Tuna                    ,Tuna 6 inch                               ,121000006,10299,7763
Sld/Tuna                    ,Tuna Salad                                ,131000006,10301,7765
Wrp/Tuna                    ,Tuna Wrap                                 ,162000006,10303,7767
BxL/Spicy                   ,Spicy Italian BoxLn                       ,186000002,10305,7769
fBd/Spicy                   ,Spicy Italian FlatBd                      ,122000002,10307,7771
FBx/Spicy                   ,Spicy Italian FBxLun                      ,187000002,10309,7773
FfB/Spicy                   ,Spicy Italian FtFbd                       ,112000002,10311,7775
FtL/Spicy                   ,Spicy Italian FtLong                      ,111000002,10313,7777
Six/Spicy                   ,Spicy Italian 6 inch                      ,121000002,10315,7779
Sld/Spicy                   ,Spicy Italian Salad                       ,131000002,10317,7781
Wrp/Spicy                   ,Spicy Italian Wrap                        ,162000002,10319,7783
BxL/TrkyHm                  ,Turkey & Ham BoxLn                        ,186000011,10321,7785
fBd/TrkyHm                  ,Turkey & Ham FlatBd                       ,122000011,10323,7787
FBx/TrkyHm                  ,Turkey & Ham FBxLun                       ,187000011,10325,7789
FfB/TrkyHm                  ,Turkey & Ham FtFbd                        ,112000011,10327,7791
FtL/TrkyHm                  ,Turkey & Ham FtLong                       ,111000011,10329,7793
Six/TrkyHm                  ,Turkey & Ham 6 inch                       ,121000011,10331,7795
Sld/TrkyHm                  ,Turkey & Ham Salad                        ,131000011,10333,7797
Wrp/TrkyHm                  ,Turkey & Ham Wrap                         ,162000011,10335,7799
fBd/ChkFaj                  ,Chicken Fajita FlatBd                     ,122000691,10337,7801
FfB/ChkFaj                  ,Chicken Fajita FtFbd                      ,112000691,10339,7803
FtL/ChkFaj                  ,Chicken Fajita FtLong                     ,111000691,10341,7805
Six/ChkFaj                  ,Chicken Fajita 6 inch                     ,121000691,10343,7807
Sld/ChkFaj                  ,Chicken Fajita Salad                      ,131000691,10345,7809
Wrp/ChkFaj                  ,Chicken Fajita Wrap                       ,162000691,10347,7811
fBd/Meatbl                  ,Meatball FlatBd                           ,122000003,10349,7813
FfB/Meatbl                  ,Meatball FtFbd                            ,112000003,10351,7815
FtL/Meatbl                  ,Meatball FtLong                           ,111000003,10353,7817
Six/Meatbl                  ,Meatball 6 inch                           ,121000003,10355,7819
Sld/Meatbl                  ,Meatball Salad                            ,131000003,10357,7821
Wrp/Meatbl                  ,Meatball Wrap                             ,162000003,10359,7823
fBd/VegPty                  ,Veggie Patty FlatBd                       ,122000019,10361,7825
